n	 z	 alphaE(keV)	 deltaAlphaE(keV)	 halflife(s)
113 84 6411.0 3.0 84.0
113 84 6411.0 3.0 84.0
113 84 6411.0 3.0 84.0
114 84 6309.7 14.0 105.6
114 84 6309.7 14.0 105.6
115 84 6074.3 19.0 328.2
115 84 6074.3 19.0 328.2
115 84 6074.3 19.0 328.2
115 84 6074.3 19.0 328.2
115 84 6074.3 19.0 328.2
116 84 5981.6 18.0 690.6
116 84 5981.6 18.0 690.6
117 84 5799.3 17.0 936.0
117 84 5799.3 17.0 936.0
117 84 5799.3 17.0 936.0
117 84 5799.3 17.0 936.0
117 84 5799.3 17.0 936.0
118 84 5701.0 17.0 2676.0
118 84 5701.0 17.0 2676.0
119 84 5496.0 5.0 2202.0
119 84 5496.0 5.0 2202.0
119 84 5496.0 5.0 2202.0
119 84 5496.0 5.0 2202.0
120 84 5484.9 14.0 12668.4
120 84 5484.9 14.0 12668.4
108 85 7572.0 7.0 0.028
108 85 7572.0 7.0 0.028
108 85 7572.0 7.0 0.028
108 85 7572.0 7.0 0.028
109 85 7454.0 11.0 0.31
109 85 7454.0 11.0 0.31
106 85 7822.0 14.0 0.0017
106 85 7822.0 14.0 0.0017
107 85 7700.0 3.0 0.0115
107 85 7700.0 3.0 0.0115
119 85 6070.4 12.0 547.1999999999999
119 85 6070.4 12.0 547.1999999999999
119 85 6070.4 12.0 547.1999999999999
117 85 6353.8 13.0 184.0
117 85 6353.8 13.0 184.0
117 85 6353.8 13.0 184.0
117 85 6353.8 13.0 184.0
117 85 6353.8 13.0 184.0
117 85 6353.8 13.0 184.0
118 85 6210.1 8.0 444.0
118 85 6210.1 8.0 444.0
115 85 6596.2 13.0 43.0
115 85 6596.2 13.0 43.0
115 85 6596.2 13.0 43.0
115 85 6596.2 13.0 43.0
115 85 6596.2 13.0 43.0
115 85 6596.2 13.0 43.0
115 85 6596.2 13.0 43.0
116 85 6472.8 16.0 85.2
116 85 6472.8 16.0 85.2
113 85 6889.4 19.0 4.2
113 85 6889.4 19.0 4.2
113 85 6889.4 19.0 4.2
113 85 6889.4 19.0 4.2
114 85 6777.3 12.0 6.92
114 85 6777.3 12.0 6.92
114 85 6777.3 12.0 6.92
111 85 7196.0 3.0 0.388
111 85 7196.0 3.0 0.388
112 85 7104.0 3.0 0.388
112 85 7104.0 3.0 0.388
112 85 7104.0 3.0 0.388
112 85 7104.0 3.0 0.388
112 85 7104.0 3.0 0.388
110 85 7344.0 6.0 0.29
110 85 7344.0 6.0 0.29
128 85 9254.0 5.0 1.2500000000000002e-07
129 85 8988.0 4.0 5.58e-07
126 85 5982.4 13.0 25970.4
126 85 5982.4 13.0 25970.4
126 85 5982.4 13.0 25970.4
127 85 7817.1 6.0 0.314
127 85 7817.1 6.0 0.314
127 85 7817.1 6.0 0.314
127 85 7817.1 6.0 0.314
127 85 7817.1 6.0 0.314
124 85 5756.9 20.0 19512.0
124 85 5756.9 20.0 19512.0
125 85 5631.2 10.0 29160.0
125 85 5631.2 10.0 29160.0
122 85 5872.0 3.0 6516.0
122 85 5872.0 3.0 6516.0
123 85 5751.1 22.0 5868.0
123 85 5751.1 22.0 5868.0
120 85 6019.6 17.0 1614.0
120 85 6019.6 17.0 1614.0
121 85 5887.0 5.0 1836.0
121 85 5887.0 5.0 1836.0
130 85 8178.0 4.0 0.0001
139 85 4300.0 3.0 78.0
137 85 5310.0 3.0 54.0
138 85 4680.0 20.0 50.0
135 85 6077.0 18.0 222.6
135 85 6077.0 18.0 222.6
136 85 5628.0 23.0 138.0
133 85 6876.0 3.0 1.5
133 85 6876.0 3.0 1.5
134 85 6342.0 5.0 56.0
134 85 6342.0 5.0 56.0
131 85 7950.0 3.0 0.0003
131 85 7950.0 3.0 0.0003
131 85 7950.0 3.0 0.0003
132 85 7201.4 12.0 0.032299999999999995
132 85 7201.4 12.0 0.032299999999999995
140 85 3700.0 4.0 -1
141 85 3300.0 4.0 -1
144 85 0.0 0.0 -1
144 85 0.0 0.0 -1
142 85 2800.0 5.0 -1
142 85 2800.0 5.0 -1
143 85 2400.0 6.0 -1
128 86 9208.0 9.0 2.7e-07
127 86 8245.0 3.0 0.0195
129 86 8839.0 6.0 2.2999999999999996e-06
124 86 6159.0 22.0 8640.0
124 86 6159.0 22.0 8640.0
123 86 6155.4 20.0 1728.0
123 86 6155.4 20.0 1728.0
126 86 6385.0 3.0 1434.0
125 86 5965.5 14.0 52560.0
125 86 5965.5 14.0 52560.0
120 86 6383.7 16.0 340.2
120 86 6383.7 16.0 340.2
122 86 6260.7 17.0 1461.0
122 86 6260.7 17.0 1461.0
121 86 6251.2 16.0 555.0
121 86 6251.2 16.0 555.0
140 86 3840.0 4.0 444.0
139 86 4335.0 23.0 279.6
138 86 4757.0 20.0 6420.0
135 86 6163.0 3.0 1500.0
135 86 6163.0 3.0 1500.0
134 86 6404.74 10.0 55.6
137 86 5283.0 18.0 1458.0
136 86 5590.4 3.0 330350.4
131 86 7887.0 3.0 0.00054
130 86 8198.0 6.0 4.4999999999999996e-05
133 86 6946.2 3.0 3.96
132 86 7262.5 19.0 0.035
145 86 1800.0 5.0 -1
142 86 2910.0 20.0 65.0
141 86 3380.0 20.0 20.2
144 86 2200.0 4.0 -1
143 86 2400.0 3.0 12.0
109 86 7690.0 5.0 0.006
109 86 7690.0 5.0 0.006
108 86 7862.0 10.0 0.0007800000000000001
107 86 8040.0 12.0 0.00115
117 86 6629.9 21.0 44.0
117 86 6629.9 21.0 44.0
117 86 6629.9 21.0 44.0
117 86 6629.9 21.0 44.0
116 86 6773.8 18.0 9.7
116 86 6773.8 18.0 9.7
119 86 6386.5 18.0 170.0
119 86 6386.5 18.0 170.0
118 86 6546.7 18.0 74.5
118 86 6546.7 18.0 74.5
113 86 7132.0 4.0 0.59
113 86 7132.0 4.0 0.59
113 86 7132.0 4.0 0.59
113 86 7132.0 4.0 0.59
112 86 7349.0 4.0 0.065
112 86 7349.0 4.0 0.065
115 86 6860.7 23.0 7.0
115 86 6860.7 23.0 7.0
115 86 6860.7 23.0 7.0
115 86 6860.7 23.0 7.0
114 86 7043.4 21.0 1.03
114 86 7043.4 21.0 1.03
111 86 7411.0 7.0 0.054
111 86 7411.0 7.0 0.054
110 86 7617.0 9.0 0.0044
110 86 7617.0 9.0 0.0044
139 87 4143.0 17.0 49.0
138 87 4613.0 18.0 237.0
137 87 4948.0 18.0 199.8
132 87 7448.6 18.0 0.02
131 87 8013.7 14.0 0.001
131 87 8013.7 14.0 0.001
131 87 8013.7 14.0 0.001
130 87 8469.0 4.0 1.8999999999999998e-05
136 87 5561.0 3.0 1320.0
136 87 5561.0 3.0 1320.0
135 87 5853.0 14.0 852.0
134 87 6457.7 14.0 286.1
134 87 6457.7 14.0 286.1
133 87 6800.7 19.0 27.4
133 87 6800.7 19.0 27.4
129 87 9174.0 3.0 7.000000000000001e-07
128 87 9540.0 7.0 8.6e-08
128 87 9540.0 7.0 8.6e-08
128 87 9540.0 7.0 8.6e-08
128 87 9540.0 7.0 8.6e-08
128 87 9540.0 7.0 8.6e-08
127 87 8589.0 4.0 0.005
127 87 8589.0 4.0 0.005
126 87 6904.7 13.0 34.82
126 87 6904.7 13.0 34.82
121 87 6785.0 25.0 59.1
121 87 6785.0 25.0 59.1
120 87 6889.0 20.0 14.8
120 87 6889.0 20.0 14.8
125 87 6529.0 16.0 1200.0
125 87 6529.0 16.0 1200.0
124 87 6662.0 3.0 186.0
124 87 6662.0 3.0 186.0
123 87 6671.0 5.0 190.8
123 87 6671.0 5.0 190.8
122 87 6777.0 4.0 50.5
122 87 6777.0 4.0 50.5
143 87 2400.0 3.0 19.1
142 87 2900.0 3.0 50.2
141 87 3248.0 23.0 38.0
140 87 3830.0 15.0 148.20000000000002
146 87 1600.0 4.0 0.9
146 87 1600.0 4.0 0.9
145 87 1800.0 4.0 5.5
144 87 2200.0 3.0 17.6
118 87 7054.7 24.0 3.97
118 87 7054.7 24.0 3.97
117 87 7170.3 24.0 1.8
117 87 7170.3 24.0 1.8
117 87 7170.3 24.0 1.8
117 87 7170.3 24.0 1.8
117 87 7170.3 24.0 1.8
117 87 7170.3 24.0 1.8
116 87 7275.0 4.0 0.55
115 87 7385.0 4.0 0.372
115 87 7385.0 4.0 0.372
119 87 6923.0 3.0 16.0
119 87 6923.0 3.0 16.0
119 87 6923.0 3.0 16.0
119 87 6923.0 3.0 16.0
119 87 6923.0 3.0 16.0
119 87 6923.0 3.0 16.0
110 87 7900.0 5.0 0.0006
114 87 7519.0 4.0 0.062
114 87 7519.0 4.0 0.062
113 87 7622.0 4.0 0.049
112 87 7817.0 10.0 0.0045000000000000005
112 87 7817.0 10.0 0.0045000000000000005
112 87 7817.0 10.0 0.0045000000000000005
111 87 7869.0 20.0 0.015
137 88 5097.0 5.0 1287360.0
136 88 5788.92 15.0 313796.16
136 88 5788.92 15.0 313796.16
139 88 4363.0 8.0 2532.0
138 88 4870.7 3.0 50492160000.0
138 88 4870.7 3.0 50492160000.0
131 88 8138.0 3.0 0.01
130 88 8540.0 3.0 2.52e-05
133 88 6880.4 20.0 28.0
133 88 6880.4 20.0 28.0
132 88 7594.0 5.0 0.018000000000000002
135 88 5978.99 21.0 987552.0
135 88 5978.99 21.0 987552.0
134 88 6678.0 4.0 38.0
134 88 6678.0 4.0 38.0
126 88 7273.0 3.0 2.46
126 88 7273.0 3.0 2.46
125 88 6861.7 23.0 0.0027300000000000002
125 88 6861.7 23.0 0.0027300000000000002
125 88 6861.7 23.0 0.0027300000000000002
125 88 6861.7 23.0 0.0027300000000000002
128 88 9526.0 7.0 1.8200000000000002e-07
128 88 9526.0 7.0 1.8200000000000002e-07
127 88 8862.4 23.0 0.00166
129 88 9161.0 6.0 1.6e-06
120 88 7273.0 5.0 1.3
120 88 7273.0 5.0 1.3
122 88 7151.0 3.0 3.7
122 88 7151.0 3.0 3.7
121 88 7143.0 3.0 4.6
121 88 7143.0 3.0 4.6
124 88 7031.7 17.0 13.0
124 88 7031.7 17.0 13.0
123 88 7042.0 3.0 13.0
123 88 7042.0 3.0 13.0
147 88 0.0 0.0 -1
140 88 4070.0 10.0 181456200.0
142 88 3344.0 15.0 5580.0
141 88 3603.0 19.0 240.0
144 88 2829.0 20.0 252.0
143 88 2906.0 18.0 104.0
146 88 2340.0 20.0 30.0
145 88 2547.0 16.0 30.0
115 88 7736.0 6.0 0.031
115 88 7736.0 6.0 0.031
114 88 7880.0 7.0 0.0038
117 88 7486.0 20.0 0.21
117 88 7486.0 20.0 0.21
117 88 7486.0 20.0 0.21
117 88 7486.0 20.0 0.21
116 88 7637.0 7.0 0.057
119 88 7270.0 6.0 1.35
119 88 7270.0 6.0 1.35
119 88 7270.0 6.0 1.35
119 88 7270.0 6.0 1.35
118 88 7415.0 4.0 0.24
113 88 8002.0 12.0 0.0016
113 88 8002.0 12.0 0.0016
119 89 7730.0 6.0 0.095
119 89 7730.0 6.0 0.095
119 89 7730.0 6.0 0.095
119 89 7730.0 6.0 0.095
118 89 7840.0 6.0 0.027
117 89 7960.0 6.0 0.022
117 89 7960.0 6.0 0.022
116 89 8090.0 6.0 0.02
145 89 2930.0 15.0 44.0
144 89 3215.0 14.0 145.0
143 89 3345.0 15.0 119.0
142 89 3655.0 14.0 450.0
141 89 3893.0 17.0 122.0
141 89 3893.0 17.0 122.0
140 89 4444.0 17.0 3762.0
148 89 2700.0 4.0 -1
147 89 2720.0 4.0 72.0
146 89 2852.0 16.0 62.0
123 89 7540.0 24.0 0.93
123 89 7540.0 24.0 0.93
122 89 7570.0 5.0 0.21
121 89 7590.0 6.0 0.35
120 89 7730.0 6.0 0.087
129 89 9380.0 6.0 1.08e-06
128 89 9832.0 10.0 6.900000000000001e-08
128 89 9832.0 10.0 6.900000000000001e-08
127 89 9241.0 3.0 0.00043999999999999996
127 89 9241.0 3.0 0.00043999999999999996
126 89 7746.0 3.0 0.17
126 89 7746.0 3.0 0.17
125 89 7351.9 25.0 8.2
125 89 7351.9 25.0 8.2
124 89 7498.0 4.0 0.738
134 89 6783.2 10.0 126.0
134 89 6783.2 10.0 126.0
133 89 7137.4 20.0 5.0
133 89 7137.4 20.0 5.0
133 89 7137.4 20.0 5.0
133 89 7137.4 20.0 5.0
133 89 7137.4 20.0 5.0
132 89 7790.0 6.0 0.052000000000000005
131 89 8348.0 4.0 0.0264
131 89 8348.0 4.0 0.0264
130 89 8830.0 5.0 1.18e-05
139 89 4721.0 11.0 22140.0
138 89 5042.27 14.0 687072067.1999999
138 89 5042.27 14.0 687072067.1999999
137 89 5506.0 8.0 105732.0
137 89 5506.0 8.0 105732.0
137 89 5506.0 8.0 105732.0
136 89 5935.1 14.0 857088.0
136 89 5935.1 14.0 857088.0
135 89 6326.9 7.0 10008.0
135 89 6326.9 7.0 10008.0
135 89 6326.9 7.0 10008.0
149 90 2900.0 5.0 -1
148 90 3200.0 3.0 564.0
145 90 3376.0 17.0 426.0
144 90 3672.0 11.0 2082240.0000000002
147 90 3196.0 18.0 282.0
146 90 3333.0 17.0 2238.0
141 90 4213.4 16.0 91872.0
141 90 4213.4 16.0 91872.0
140 90 4770.0 15.0 2379443040000.0
140 90 4770.0 15.0 2379443040000.0
140 90 4770.0 15.0 2379443040000.0
143 90 3745.0 16.0 1309.8
142 90 4081.6 14.0 4.418064e+17
142 90 4081.6 14.0 4.418064e+17
138 90 5520.15 22.0 60353910.0
138 90 5520.15 22.0 60353910.0
137 90 6146.6 10.0 1615420.7999999998
139 90 5167.6 10.0 250314883200.0
139 90 5167.6 10.0 250314883200.0
134 90 7299.0 6.0 1.04
133 90 7567.0 4.0 0.6
136 90 6452.5 10.0 1834.2
135 90 6921.4 21.0 525.0
135 90 6921.4 21.0 525.0
130 90 8973.0 11.0 9.699999999999999e-06
130 90 8973.0 11.0 9.699999999999999e-06
132 90 8133.0 3.0 0.0028
131 90 8625.0 4.0 0.00168
127 90 9435.0 4.0 0.000241
126 90 8072.0 4.0 0.026000000000000002
126 90 8072.0 4.0 0.026000000000000002
126 90 8072.0 4.0 0.026000000000000002
126 90 8072.0 4.0 0.026000000000000002
129 90 9510.0 6.0 1.05e-06
128 90 9849.0 9.0 1.17e-07
123 90 7837.0 7.0 0.14400000000000002
122 90 7958.0 5.0 0.0317
122 90 7958.0 5.0 0.0317
125 90 7665.0 4.0 1.2
124 90 7827.0 5.0 0.08700000000000001
121 90 7940.0 6.0 0.037
121 90 7940.0 6.0 0.037
120 90 8069.0 6.0 0.016
120 90 8069.0 6.0 0.016
119 90 8170.0 11.0 0.0025
118 90 8200.0 3.0 0.0017
120 91 8480.0 4.0 -1
124 91 8240.0 6.0 0.014
123 91 8270.0 5.0 0.017
122 91 8384.0 12.0 0.0053
121 91 8410.0 6.0 0.0050999999999999995
128 91 10130.0 7.0 5.3000000000000005e-08
127 91 9791.0 12.0 0.000113
126 91 8489.0 4.0 0.0036000000000000003
126 91 8489.0 4.0 0.0036000000000000003
126 91 8489.0 4.0 0.0036000000000000003
125 91 8099.0 11.0 0.15
125 91 8099.0 11.0 0.15
129 91 9704.0 11.0 7.799999999999999e-07
129 91 9704.0 11.0 7.799999999999999e-07
131 91 8790.0 6.0 0.0029
130 91 9250.0 6.0 5.9e-06
135 91 6987.0 10.0 108.0
135 91 6987.0 10.0 108.0
134 91 7400.0 6.0 1.7
133 91 7694.0 4.0 0.846
132 91 8340.0 6.0 0.0050999999999999995
139 91 5439.4 7.0 1503359.9999999998
139 91 5439.4 7.0 1503359.9999999998
139 91 5439.4 7.0 1503359.9999999998
138 91 5835.0 4.0 129600.0
138 91 5835.0 4.0 129600.0
137 91 6264.5 15.0 79200.0
137 91 6264.5 15.0 79200.0
136 91 6580.4 21.0 2298.0
136 91 6580.4 21.0 2298.0
142 91 4375.0 12.0 2330640.0
141 91 4627.0 8.0 114048.0
141 91 4627.0 8.0 114048.0
140 91 5149.9 8.0 1033826976000.0
140 91 5149.9 8.0 1033826976000.0
146 91 3795.0 18.0 522.0
145 91 3755.0 19.0 546.0
144 91 4101.0 19.0 1464.0
143 91 4076.0 16.0 24120.0
143 91 4076.0 16.0 24120.0
143 91 4076.0 16.0 24120.0
149 91 3360.0 20.0 -1
148 91 3560.0 20.0 6480.0
147 91 3628.0 21.0 136.79999999999998
150 91 0.0 0.0 -1
123 92 1860.0 13.0 -1
130 92 9480.0 5.0 4.7e-06
132 92 8628.0 7.0 0.00084
131 92 9158.0 17.0 1.8e-05
131 92 9158.0 17.0 1.8e-05
134 92 7701.0 4.0 0.268
133 92 8007.0 6.0 0.095
125 92 8430.0 8.0 0.016
124 92 8530.0 3.0 0.0045000000000000005
124 92 8530.0 3.0 0.0045000000000000005
124 92 8530.0 3.0 0.0045000000000000005
127 92 9950.0 12.0 4.2e-05
126 92 8775.0 9.0 0.00051
126 92 8775.0 9.0 0.00051
129 92 9890.0 7.0 6.6e-07
128 92 10290.0 10.0 -1
128 92 10290.0 10.0 -1
141 92 4908.7 12.0 5023969920000.0
141 92 4908.7 12.0 5023969920000.0
141 92 4908.7 12.0 5023969920000.0
141 92 4908.7 12.0 5023969920000.0
140 92 5413.63 9.0 2174318640.0
140 92 5413.63 9.0 2174318640.0
140 92 5413.63 9.0 2174318640.0
143 92 4678.1 7.0 2.22165504e+16
143 92 4678.1 7.0 2.22165504e+16
143 92 4678.1 7.0 2.22165504e+16
143 92 4678.1 7.0 2.22165504e+16
143 92 4678.1 7.0 2.22165504e+16
143 92 4678.1 7.0 2.22165504e+16
143 92 4678.1 7.0 2.22165504e+16
142 92 4857.5 7.0 7747390800000.0
142 92 4857.5 7.0 7747390800000.0
142 92 4857.5 7.0 7747390800000.0
142 92 4857.5 7.0 7747390800000.0
145 92 4233.6 10.0 583200.0
144 92 4573.0 9.0 739078992000000.0
144 92 4573.0 9.0 739078992000000.0
136 92 6800.0 9.0 546.0
136 92 6800.0 9.0 546.0
135 92 7235.0 3.0 66.0
138 92 5992.5 5.0 1797120.0
138 92 5992.5 5.0 1797120.0
138 92 5992.5 5.0 1797120.0
137 92 6476.0 3.0 3480.0
137 92 6476.0 3.0 3480.0
139 92 5576.3 17.0 362880.0
139 92 5576.3 17.0 362880.0
150 92 3670.0 20.0 1008.0
151 92 0.0 0.0 -1
147 92 4130.0 13.0 1407.0
146 92 4269.9 21.0 1.409993568e+17
146 92 4269.9 21.0 1.409993568e+17
146 92 4269.9 21.0 1.409993568e+17
146 92 4269.9 21.0 1.409993568e+17
149 92 3820.0 20.0 -1
148 92 4035.0 14.0 50760.0
129 93 530.0 8.0 -1
128 93 390.0 22.0 -1
127 93 110.0 3.0 -1
126 93 -250.0 9.0 -1
133 93 8330.0 5.0 0.035
132 93 8820.0 7.0 0.0036000000000000003
132 93 8820.0 7.0 0.0036000000000000003
131 93 1300.0 7.0 -1
130 93 900.0 10.0 -1
149 93 4100.0 20.0 132.0
149 93 4100.0 20.0 132.0
148 93 4360.0 10.0 834.0
147 93 4557.0 22.0 3714.0
147 93 4557.0 22.0 3714.0
147 93 4557.0 22.0 3714.0
146 93 4597.0 14.0 203558.4
145 93 4691.0 4.0 182908.8
152 93 0.0 0.0 -1
151 93 3810.0 22.0 137.4
150 93 4040.0 20.0 111.0
139 93 6010.0 10.0 882.0
139 93 6010.0 10.0 882.0
138 93 6370.0 5.0 2928.0
138 93 6370.0 5.0 2928.0
137 93 6780.0 5.0 276.0
137 93 6780.0 5.0 276.0
136 93 7020.0 6.0 240.0
136 93 7020.0 6.0 240.0
135 93 7540.0 10.0 61.4
135 93 7540.0 10.0 61.4
134 93 7816.0 14.0 0.51
144 93 4957.3 7.0 67659494400000.0
144 93 4957.3 7.0 67659494400000.0
143 93 5010.0 5.0 4828312800000.0
143 93 5010.0 5.0 4828312800000.0
143 93 5010.0 5.0 4828312800000.0
143 93 5010.0 5.0 4828312800000.0
143 93 5010.0 5.0 4828312800000.0
142 93 5193.8 15.0 34223040.0
142 93 5193.8 15.0 34223040.0
141 93 5356.0 9.0 380160.00000000006
140 93 5630.0 5.0 2172.0
140 93 5630.0 5.0 2172.0
130 94 2700.0 3.0 -1
132 94 3280.0 22.0 -1
131 94 3000.0 3.0 -1
127 94 1800.0 3.0 -1
129 94 2400.0 3.0 -1
128 94 2100.0 4.0 -1
152 94 4350.0 20.0 936576.0
151 94 4560.0 20.0 37800.0
153 94 4300.0 4.0 196128.0
150 94 4665.6 10.0 2524608000000000.0
150 94 4665.6 10.0 2524608000000000.0
149 94 4757.0 3.0 17841.600000000002
148 94 4984.2 10.0 11834100000000.0
148 94 4984.2 10.0 11834100000000.0
145 94 5244.52 21.0 760853736000.0
145 94 5244.52 21.0 760853736000.0
144 94 5593.27 19.0 2767601520.0
144 94 5593.27 19.0 2767601520.0
147 94 5140.1 5.0 452188850.40000004
147 94 5140.1 5.0 452188850.40000004
147 94 5140.1 5.0 452188850.40000004
146 94 5255.82 14.0 207049413600.0
146 94 5255.82 14.0 207049413600.0
141 94 5951.0 20.0 1518.0
141 94 5951.0 20.0 1518.0
140 94 6310.0 5.0 31680.000000000004
140 94 6310.0 5.0 31680.000000000004
143 94 5747.6 23.0 3943296.0
143 94 5747.6 23.0 3943296.0
143 94 5747.6 23.0 3943296.0
142 94 5867.15 8.0 90191620.8
142 94 5867.15 8.0 90191620.8
138 94 6716.0 10.0 2027.9999999999998
138 94 6716.0 10.0 2027.9999999999998
137 94 6839.0 20.0 516.0
137 94 6839.0 20.0 516.0
139 94 6420.0 5.0 1254.0
139 94 6420.0 5.0 1254.0
134 94 7940.0 18.0 1.1
133 94 3340.0 14.0 -1
136 94 7178.0 9.0 102.0
135 94 7600.0 6.0 67.0
135 94 7600.0 6.0 67.0
135 94 7600.0 6.0 67.0
135 95 7630.0 10.0 17.0
134 95 1220.0 11.0 -1
133 95 1210.0 22.0 -1
132 95 700.0 3.0 -1
139 95 6800.0 15.0 139.2
139 95 6800.0 15.0 139.2
138 95 7060.0 5.0 192.0
138 95 7060.0 5.0 192.0
137 95 7200.0 3.0 79.0
137 95 7200.0 3.0 79.0
136 95 7400.0 3.0 -1
136 95 7400.0 3.0 -1
142 95 6200.0 3.0 4416.0
142 95 6200.0 3.0 4416.0
141 95 6260.0 6.0 216.0
141 95 6260.0 6.0 216.0
141 95 6260.0 6.0 216.0
141 95 6260.0 6.0 216.0
140 95 6576.0 13.0 618.0
140 95 6576.0 13.0 618.0
146 95 5637.82 12.0 13651817760.0
146 95 5637.82 12.0 13651817760.0
145 95 5710.0 5.0 182880.0
145 95 5710.0 5.0 182880.0
145 95 5710.0 5.0 182880.0
144 95 5922.4 14.0 42840.0
144 95 5922.4 14.0 42840.0
143 95 6040.0 6.0 5880.0
143 95 6040.0 6.0 5880.0
149 95 5138.0 17.0 36360.0
149 95 5138.0 17.0 36360.0
149 95 5138.0 17.0 36360.0
149 95 5138.0 17.0 36360.0
148 95 5439.1 9.0 232390166400.0
148 95 5439.1 9.0 232390166400.0
147 95 5588.5 3.0 57672.0
147 95 5588.5 3.0 57672.0
147 95 5588.5 3.0 57672.0
147 95 5588.5 3.0 57672.0
147 95 5588.5 3.0 57672.0
147 95 5588.5 3.0 57672.0
147 95 5588.5 3.0 57672.0
147 95 5588.5 3.0 57672.0
153 95 4900.0 22.0 600.0
152 95 4920.0 11.0 1380.0
151 95 5150.0 20.0 2340.0
151 95 5150.0 20.0 2340.0
151 95 5150.0 20.0 2340.0
150 95 5160.0 10.0 7379.999999999999
128 95 -400.0 4.0 -1
129 95 0.0 nan -1
131 95 600.0 4.0 -1
130 95 0.0 nan -1
154 95 4800.0 4.0 -1
141 96 6770.0 5.0 -1
141 96 6770.0 5.0 -1
140 96 7067.0 5.0 -1
140 96 7067.0 5.0 -1
136 96 3400.0 4.0 -1
135 96 2900.0 3.0 -1
138 96 7365.0 9.0 51.0
138 96 7365.0 9.0 51.0
138 96 7365.0 9.0 51.0
137 96 7470.0 5.0 23.0
137 96 7470.0 5.0 23.0
139 96 7280.0 10.0 -1
139 96 7280.0 10.0 -1
150 96 5475.1 9.0 148510065600.0
150 96 5475.1 9.0 148510065600.0
152 96 5161.8 3.0 10982044800000.0
152 96 5161.8 3.0 10982044800000.0
151 96 5354.0 3.0 492298560000000.0
143 96 6540.0 15.0 9720.0
143 96 6540.0 15.0 9720.0
142 96 6670.0 10.0 7920.000000000001
142 96 6670.0 10.0 7920.000000000001
142 96 6670.0 10.0 7920.000000000001
145 96 6185.2 6.0 2833919.9999999995
145 96 6185.2 6.0 2833919.9999999995
144 96 6397.8 6.0 2332800.0
144 96 6397.8 6.0 2332800.0
144 96 6397.8 6.0 2332800.0
147 96 6168.8 10.0 918326160.0
147 96 6168.8 10.0 918326160.0
147 96 6168.8 10.0 918326160.0
146 96 6215.63 8.0 14065920.000000002
146 96 6215.63 8.0 14065920.000000002
146 96 6215.63 8.0 14065920.000000002
149 96 5624.5 5.0 265809664800.0
149 96 5624.5 5.0 265809664800.0
148 96 5901.6 3.0 571192560.0
148 96 5901.6 3.0 571192560.0
148 96 5901.6 3.0 571192560.0
154 96 5170.0 18.0 261928080000.0
154 96 5170.0 18.0 261928080000.0
154 96 5170.0 18.0 261928080000.0
153 96 5148.0 13.0 3849.0000000000005
156 96 0.0 0.0 -1
155 96 5010.0 20.0 1008.0
141 97 7330.0 20.0 144.0
141 97 7330.0 20.0 144.0
142 97 7200.0 20.0 -1
142 97 7200.0 20.0 -1
142 97 7200.0 20.0 -1
143 97 7200.0 19.0 288.0
143 97 7200.0 19.0 288.0
144 97 6990.0 18.0 276.0
144 97 6990.0 18.0 276.0
145 97 6910.0 15.0 420.0
146 97 6874.0 4.0 16200.0
146 97 6874.0 4.0 16200.0
147 97 6779.0 4.0 15659.999999999998
147 97 6779.0 4.0 15659.999999999998
148 97 6454.5 14.0 427680.0
148 97 6454.5 14.0 427680.0
149 97 6070.0 6.0 155520.0
150 97 5890.0 5.0 43549488000.0
151 97 5830.0 5.0 -1
151 97 5830.0 5.0 -1
151 97 5830.0 5.0 -1
136 97 900.0 3.0 -1
137 97 8100.0 5.0 140.0
137 97 8100.0 5.0 140.0
138 97 7900.0 5.0 -1
138 97 7900.0 5.0 -1
139 97 1800.0 4.0 -1
140 97 7500.0 20.0 60.0
140 97 7500.0 20.0 60.0
152 97 5521.0 14.0 28512000.0
152 97 5521.0 14.0 28512000.0
152 97 5521.0 14.0 28512000.0
153 97 5533.0 18.0 11563.2
154 97 5650.0 10.0 3336.0
155 97 5400.0 20.0 -1
156 97 5400.0 20.0 -1
157 97 0.0 0.0 -1
148 98 6861.6 10.0 128520.00000000001
148 98 6861.6 10.0 128520.00000000001
148 98 6861.6 10.0 128520.00000000001
148 98 6861.6 10.0 128520.00000000001
149 98 6503.0 14.0 11196.0
149 98 6503.0 14.0 11196.0
146 98 7329.0 18.0 1164.0
147 98 7258.5 18.0 2700.0
147 98 7258.5 18.0 2700.0
144 98 7517.0 4.0 209.4
144 98 7517.0 4.0 209.4
144 98 7517.0 4.0 209.4
145 98 7420.0 10.0 642.0
145 98 7420.0 10.0 642.0
142 98 7711.0 4.0 64.0
142 98 7711.0 4.0 64.0
143 98 7660.0 15.0 226.79999999999998
143 98 7660.0 15.0 226.79999999999998
140 98 8100.0 3.0 0.0211
140 98 8100.0 3.0 0.0211
141 98 7760.0 6.0 39.0
141 98 7760.0 6.0 39.0
150 98 6361.0 5.0 28814400.0
150 98 6361.0 5.0 28814400.0
139 98 8220.0 5.0 0.8
139 98 8220.0 5.0 0.8
157 98 5740.0 20.0 5100.0
158 98 5560.0 10.0 738.0
158 98 5560.0 10.0 738.0
158 98 5560.0 10.0 738.0
155 98 6126.0 4.0 1538784.0
155 98 6126.0 4.0 1538784.0
156 98 5927.0 5.0 5227200.0
156 98 5927.0 5.0 5227200.0
